Mode of Travel,Origin Zone ID,Origin Zone Name,Origin Zone Is Pass-Through,Origin Zone Direction (degrees),Origin Zone is Bi-Direction,Destination Zone ID,Destination Zone Name,Destination Zone Is Pass-Through,Destination Zone Direction (degrees),Destination Zone is Bi-Direction,Day Type,Day Part,Average Daily O-D Traffic (StL Volume),Average Daily Origin Zone Traffic (StL Volume),Average Daily Destination Zone Traffic (StL Volume),Avg Travel Time (sec)
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Landmark Vineyards,yes,283,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),23,4596,199,549
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Landmark Vineyards,yes,283,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),5,4764,113,465
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Landmark Vineyards,yes,283,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),94,15459,753,537
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Landmark Vineyards,yes,283,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),77,6420,501,538
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Landmark Vineyards,yes,283,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),17,4765,230,532
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Ledsen Winery and Vineyards,yes,45,yes,0: All Days (M-Su),0: All Day (12am-12am),85,15338,798,681
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Ledsen Winery and Vineyards,yes,45,yes,0: All Days (M-Su),1: Early AM (12am-6am),0,392,3,550
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Ledsen Winery and Vineyards,yes,45,yes,0: All Days (M-Su),2: Peak AM (6am-10am),7,3166,51,639
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Ledsen Winery and Vineyards,yes,45,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),63,5221,480,682
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Ledsen Winery and Vineyards,yes,45,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),14,4846,253,693
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Ledsen Winery and Vineyards,yes,45,yes,1: Weekday (M-Th),0: All Day (12am-12am),58,14949,473,678
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Ledsen Winery and Vineyards,yes,45,yes,1: Weekday (M-Th),1: Early AM (12am-6am),0,386,5,550
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Ledsen Winery and Vineyards,yes,45,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),7,3705,41,633
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Ledsen Winery and Vineyards,yes,45,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),37,4596,272,680
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Ledsen Winery and Vineyards,yes,45,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),11,4764,154,709
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Ledsen Winery and Vineyards,yes,45,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),148,15459,1457,705
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Ledsen Winery and Vineyards,yes,45,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),6,1888,66,652
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Ledsen Winery and Vineyards,yes,45,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),120,6420,883,706
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Ledsen Winery and Vineyards,yes,45,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),25,4765,479,716
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),0: All Day (12am-12am),15384,15338,15338,N/A
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),1: Early AM (12am-6am),400,392,392,N/A
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),2: Peak AM (6am-10am),3207,3166,3166,N/A
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),5278,5221,5221,N/A
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),4865,4846,4846,N/A
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),5: Late PM (7pm-12am),1711,1713,1713,N/A
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),0: All Day (12am-12am),14974,14949,14949,N/A
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),1: Early AM (12am-6am),393,386,386,N/A
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),3758,3705,3705,N/A
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),4631,4596,4596,N/A
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),4795,4764,4764,N/A
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),1497,1497,1497,N/A
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),15558,15459,15459,N/A
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),400,393,393,N/A
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),1898,1888,1888,N/A
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),6534,6420,6420,N/A
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),4764,4765,4765,N/A
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),1989,1993,1993,N/A
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),0: All Day (12am-12am),4966,15338,24109,680
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),1: Early AM (12am-6am),100,392,502,594
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),2: Peak AM (6am-10am),1160,3166,4939,668
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),1660,5221,8734,698
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),1532,4846,7423,692
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),5: Late PM (7pm-12am),535,1713,2511,634
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),0: All Day (12am-12am),5013,14949,24531,684
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),1: Early AM (12am-6am),97,386,510,590
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),1413,3705,5755,674
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),1534,4596,8372,702
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),1569,4764,7650,698
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),430,1497,2244,627
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),4715,15459,21953,666
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),108,393,455,598
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),620,1888,2922,635
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1866,6420,9221,686
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),1411,4765,6550,673
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),712,1993,2805,639
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,0: All Days (M-Su),0: All Day (12am-12am),64,15338,489,563
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,0: All Days (M-Su),1: Early AM (12am-6am),0,392,3,430
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,0: All Days (M-Su),2: Peak AM (6am-10am),6,3166,18,585
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),43,5221,294,559
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),13,4846,165,565
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,0: All Days (M-Su),5: Late PM (7pm-12am),0,1713,9,635
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,1: Weekday (M-Th),0: All Day (12am-12am),46,14949,284,523
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,1: Weekday (M-Th),1: Early AM (12am-6am),0,386,2,430
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),6,3705,23,514
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),29,4596,173,531
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),6,4764,77,516
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),0,1497,8,430
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),111,15459,892,581
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),3,1888,13,701
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),77,6420,541,570
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),29,4765,327,601
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),2,1993,7,410
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,0: All Days (M-Su),0: All Day (12am-12am),0,15338,547,666
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,0: All Days (M-Su),2: Peak AM (6am-10am),0,3166,176,430
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,5221,146,795
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,4846,198,645
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,1: Weekday (M-Th),0: All Day (12am-12am),0,14949,452,645
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,4596,130,645
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),0,15459,517,795
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),0,6420,99,945
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,St. Francis Winery and Vineyards 2,yes,352,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),0,4765,342,645
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Trinity Rd.,yes,195,yes,0: All Days (M-Su),0: All Day (12am-12am),257,15338,2371,134
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Trinity Rd.,yes,195,yes,0: All Days (M-Su),1: Early AM (12am-6am),2,392,63,120
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Trinity Rd.,yes,195,yes,0: All Days (M-Su),2: Peak AM (6am-10am),62,3166,408,123
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Trinity Rd.,yes,195,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),128,5221,953,140
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Trinity Rd.,yes,195,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),57,4846,823,133
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Trinity Rd.,yes,195,yes,0: All Days (M-Su),5: Late PM (7pm-12am),9,1713,125,147
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Trinity Rd.,yes,195,yes,1: Weekday (M-Th),0: All Day (12am-12am),210,14949,2212,135
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Trinity Rd.,yes,195,yes,1: Weekday (M-Th),1: Early AM (12am-6am),2,386,79,126
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Trinity Rd.,yes,195,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),68,3705,478,120
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Trinity Rd.,yes,195,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),96,4596,841,143
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Trinity Rd.,yes,195,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),36,4764,725,146
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Trinity Rd.,yes,195,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),7,1497,89,123
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Trinity Rd.,yes,195,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),301,15459,2372,137
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Trinity Rd.,yes,195,yes,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),4,393,22,116
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Trinity Rd.,yes,195,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),37,1888,209,126
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Trinity Rd.,yes,195,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),179,6420,1142,139
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Trinity Rd.,yes,195,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),68,4765,818,132
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Trinity Rd.,yes,195,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),13,1993,181,163
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Warm Springs Rd.,yes,25,yes,0: All Days (M-Su),0: All Day (12am-12am),48,15338,2456,1053
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Warm Springs Rd.,yes,25,yes,0: All Days (M-Su),1: Early AM (12am-6am),0,392,27,2010
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Warm Springs Rd.,yes,25,yes,0: All Days (M-Su),2: Peak AM (6am-10am),9,3166,428,1187
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Warm Springs Rd.,yes,25,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),20,5221,992,1116
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Warm Springs Rd.,yes,25,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),12,4846,749,782
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Warm Springs Rd.,yes,25,yes,0: All Days (M-Su),5: Late PM (7pm-12am),6,1713,260,1015
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Warm Springs Rd.,yes,25,yes,1: Weekday (M-Th),0: All Day (12am-12am),53,14949,2398,1037
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Warm Springs Rd.,yes,25,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),12,3705,494,1314
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Warm Springs Rd.,yes,25,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),26,4596,959,1010
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Warm Springs Rd.,yes,25,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),12,4764,740,804
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Warm Springs Rd.,yes,25,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),2,1497,178,1124
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Warm Springs Rd.,yes,25,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),32,15459,2434,1184
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Warm Springs Rd.,yes,25,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),0,1888,274,570
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Warm Springs Rd.,yes,25,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),17,6420,1111,1423
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Warm Springs Rd.,yes,25,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),8,4765,685,808
All Vehicles - StL All Vehicles Volume,,Sonoma Highway NB,yes,335,yes,,Warm Springs Rd.,yes,25,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),3,1993,340,N/A
All Vehicles - StL All Vehicles Volume,,Sonoma Hwy SB,yes,120,yes,,Annadel Estate Winery,yes,30,yes,0: All Days (M-Su),0: All Day (12am-12am),140,24109,613,197
All Vehicles - StL All Vehicles Volume,,Sonoma Hwy SB,yes,120,yes,,Annadel Estate Winery,yes,30,yes,0: All Days (M-Su),1: Early AM (12am-6am),0,502,9,705
All Vehicles - StL All Vehicles Volume,,Sonoma Hwy SB,yes,120,yes,,Annadel Estate Winery,yes,30,yes,0: All Days (M-Su),2: Peak AM (6am-10am),37,4939,110,172
All Vehicles - StL All Vehicles Volume,,Sonoma Hwy SB,yes,120,yes,,Annadel Estate Winery,yes,30,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),71,8734,312,199
All Vehicles - StL All Vehicles Volume,,Sonoma Hwy SB,yes,120,yes,,Annadel Estate Winery,yes,30,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),19,7423,148,224
All Vehicles - StL All Vehicles Volume,,Sonoma Hwy SB,yes,120,yes,,Annadel Estate Winery,yes,30,yes,0: All Days (M-Su),5: Late PM (7pm-12am),8,2511,35,168
All Vehicles - StL All Vehicles Volume,,Sonoma Hwy SB,yes,120,yes,,Annadel Estate Winery,yes,30,yes,1: Weekday (M-Th),0: All Day (12am-12am),131,24531,623,202
All Vehicles - StL All Vehicles Volume,,Sonoma Hwy SB,yes,120,yes,,Annadel Estate Winery,yes,30,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),44,5755,146,173
All Vehicles - StL All Vehicles Volume,,Sonoma Hwy SB,yes,120,yes,,Annadel Estate Winery,yes,30,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),65,8372,290,207
All Vehicles - StL All Vehicles Volume,,Sonoma Hwy SB,yes,120,yes,,Annadel Estate Winery,yes,30,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),14,7650,166,288
All Vehicles - StL All Vehicles Volume,,Sonoma Hwy SB,yes,120,yes,,Annadel Estate Winery,yes,30,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),8,2244,14,126
All Vehicles - StL All Vehicles Volume,,Sonoma Hwy SB,yes,120,yes,,Annadel Estate Winery,yes,30,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),118,21953,432,193
All Vehicles - StL All Vehicles Volume,,Sonoma Hwy SB,yes,120,yes,,Annadel Estate Winery,yes,30,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),6,2922,20,177
All Vehicles - StL All Vehicles Volume,,Sonoma Hwy SB,yes,120,yes,,Annadel Estate Winery,yes,30,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),73,9221,284,192
All Vehicles - StL All Vehicles Volume,,Sonoma Hwy SB,yes,120,yes,,Annadel Estate Winery,yes,30,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),21,6550,67,161
All Vehicles - StL All Vehicles Volume,,Sonoma Hwy SB,yes,120,yes,,Annadel Estate Winery,yes,30,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),10,2805,54,320
All Vehicles - StL All Vehicles Volume,,Sonoma Hwy SB,yes,120,yes,,Arnold Dr.,yes,315,yes,0: All Days (M-Su),0: All Day (12am-12am),236,24109,6281,1068
All Vehicles - StL All Vehicles Volume,,Sonoma Hwy SB,yes,120,yes,,Arnold Dr.,yes,315,yes,0: All Days (M-Su),1: Early AM (12am-6am),2,502,135,878
All Vehicles - StL All Vehicles Volume,,Sonoma Hwy SB,yes,120,yes,,Arnold Dr.,yes,315,yes,0: All Days (M-Su),2: Peak AM (6am-10am),43,4939,1158,989
All Vehicles - StL All Vehicles Volume,,Sonoma Hwy SB,yes,120,yes,,Arnold Dr.,yes,315,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),81,8734,2257,1119
All Vehicles - StL All Vehicles Volume,,Sonoma Hwy SB,yes,120,yes,,Arnold Dr.,yes,315,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),86,7423,2126,1091
All Vehicles - StL All Vehicles Volume,,Sonoma Hwy SB,yes,120,yes,,Arnold Dr.,yes,315,yes,0: All Days (M-Su),5: Late PM (7pm-12am),23,2511,605,975
All Vehicles - StL All Vehicles Volume,,Sonoma Hwy SB,yes,120,yes,,Arnold Dr.,yes,315,yes,1: Weekday (M-Th),0: All Day (12am-12am),233,24531,6039,1046
